CUSTOMER_NUMBER,CLUSTER_OPT_V2,HAS_CREDIT_CARD
643050,1,0.0
553108,0,1.0
225642,3,0.0
95055,2,0.0
244406,1,0.0
130787,1,0.0
778627,3,0.0
459917,3,1.0
728990,3,1.0
34875,2,0.0
794191,0,0.0
737956,0,0.0
245011,3,1.0
333667,3,1.0
111185,1,0.0
252617,1,0.0
331408,3,1.0
399669,1,0.0
526598,2,0.0
663780,3,1.0
760650,1,0.0
397794,3,1.0
333845,1,0.0
451061,3,1.0
205833,1,0.0
196666,3,1.0
604338,3,0.0
90569,1,0.0
202704,1,0.0
744403,0,0.0
189870,3,1.0
386383,0,0.0
354422,0,0.0
403132,1,0.0
428785,1,1.0
477306,3,1.0
489188,0,0.0
80501,0,0.0
497108,1,0.0
755335,3,1.0
145854,3,0.0
737889,3,1.0
621116,3,1.0
990229,0,0.0
358593,0,0.0
473473,1,0.0
386758,0,0.0
628846,3,0.0
249487,1,0.0
641999,0,0.0
575521,0,0.0
430299,1,0.0
687506,0,0.0
270952,0,0.0
623470,3,0.0
149283,3,1.0
974085,1,0.0
125296,3,1.0
759894,2,0.0
303597,1,0.0
826574,1,0.0
694908,2,0.0
570455,1,0.0
47829,3,0.0
578384,0,0.0
815035,3,0.0
601904,1,0.0
524188,3,0.0
508414,2,0.0
415206,0,1.0
734534,1,0.0
576753,1,0.0
186994,3,1.0
342932,3,1.0
349055,0,0.0
183694,0,0.0
730695,2,0.0
663101,1,0.0
940204,1,0.0
614697,1,0.0
3093,0,0.0
223728,2,0.0
568501,1,0.0
941512,1,0.0
68449,1,0.0
242468,0,0.0
246023,2,0.0
351652,2,0.0
984874,3,1.0
868481,1,0.0
200498,0,0.0
382860,2,0.0
984615,0,0.0
711108,1,0.0
741508,0,0.0
68272,3,0.0
472512,1,0.0
818989,3,0.0
14100,1,1.0
65573,2,0.0
593059,3,1.0
568981,1,0.0
792134,1,0.0
953817,3,1.0
327088,2,0.0
595492,3,1.0
277765,3,0.0
193670,1,0.0
203913,1,0.0
320287,0,0.0
92239,1,0.0
138252,3,0.0
360806,3,0.0
950881,0,0.0
444740,3,1.0
33159,0,0.0
98826,1,0.0
934493,1,0.0
429547,0,0.0
830786,3,0.0
819911,1,0.0
202886,1,0.0
368938,1,0.0
786518,1,0.0
704500,0,0.0
490249,2,0.0
726932,3,0.0
778510,3,0.0
203682,3,1.0
961510,3,0.0
765099,3,0.0
507191,2,0.0
697835,3,1.0
336308,3,0.0
730119,1,0.0
766581,0,0.0
240118,3,1.0
12495,1,0.0
717899,1,0.0
653361,3,1.0
391757,1,0.0
235762,1,0.0
391992,0,0.0
137651,3,1.0
188422,0,0.0
755324,2,1.0
86939,0,0.0
519391,3,0.0
104374,0,0.0
87050,3,1.0
84533,0,0.0
740631,3,0.0
243076,1,0.0
972563,2,0.0
435895,0,0.0
217266,0,0.0
866583,1,0.0
177103,1,0.0
126299,3,0.0
250067,1,0.0
30438,3,0.0
568733,1,0.0
496600,3,1.0
608896,3,1.0
598481,0,0.0
525515,0,0.0
605182,3,0.0
701447,0,0.0
860322,3,1.0
726025,1,0.0
941368,3,0.0
715767,1,1.0
346852,3,0.0
265554,0,0.0
241731,0,0.0
327659,3,0.0
747459,0,0.0
203976,1,0.0
435176,3,1.0
342542,3,1.0
294460,1,0.0
793947,3,1.0
840377,3,1.0
141638,0,0.0
365143,3,1.0
81359,0,0.0
201392,1,0.0
550271,1,0.0
143155,3,1.0
58579,3,0.0
562993,0,0.0
408440,1,0.0
614139,1,0.0
733731,3,1.0
131455,1,0.0
728196,3,0.0
7201,3,0.0
540137,3,1.0
539820,3,1.0
918491,2,0.0
660904,3,0.0
220747,1,0.0
210377,3,0.0
828832,0,0.0
327951,0,0.0
301834,3,0.0
440433,0,0.0
654751,0,0.0
960491,2,1.0
22845,1,0.0
623087,3,1.0
516025,0,0.0
434699,0,1.0
350202,3,0.0
728107,0,0.0
251274,1,0.0
769426,1,0.0
214533,3,0.0
858287,0,1.0
76603,1,0.0
413643,2,0.0
712982,3,1.0
354693,3,1.0
675056,3,0.0
227777,1,0.0
947980,3,0.0
609750,0,0.0
821689,3,0.0
561081,0,1.0
466668,1,0.0
855865,1,0.0
949750,0,0.0
719931,0,1.0
669662,3,1.0
323244,1,0.0
417065,3,0.0
488241,0,0.0
994476,0,0.0
175735,0,0.0
495819,3,1.0
882047,3,1.0
6067,0,0.0
459230,3,1.0
838755,0,0.0
89476,0,0.0
452333,1,0.0
955725,3,1.0
701479,2,0.0
754732,0,0.0
164504,2,0.0
678775,1,1.0
153101,1,0.0
42187,2,0.0
631357,0,0.0
620910,2,0.0
179915,0,0.0
135645,3,0.0
699780,3,0.0
181899,1,0.0
339421,3,1.0
144381,0,0.0
253517,3,0.0
928378,2,0.0
312253,3,0.0
252701,3,0.0
901325,1,0.0
654319,0,0.0
592342,3,1.0
876579,3,0.0
528031,3,1.0
851786,3,1.0
962166,3,1.0
808406,2,0.0
139840,2,0.0
54637,0,0.0
674035,2,0.0
169474,1,0.0
660791,1,0.0
920495,0,0.0
763579,3,0.0
341337,1,0.0
290452,3,1.0
781807,2,0.0
547623,1,0.0
718578,1,0.0
73112,1,0.0
805054,0,0.0
79253,1,0.0
490446,1,0.0
11531,2,0.0
872316,0,0.0
133437,3,1.0
139935,0,0.0
939212,0,0.0
560046,1,0.0
69866,3,1.0
213149,1,0.0
908358,3,1.0
49358,1,0.0
541541,3,1.0
486493,3,1.0
687328,0,1.0
171260,1,1.0
480905,3,0.0
60751,1,0.0
607852,0,0.0
472942,2,0.0
737048,1,0.0
666696,1,0.0
851774,1,0.0
898034,3,0.0
397333,1,0.0
411063,3,1.0
222322,3,1.0
204626,1,0.0
3920,3,1.0
295943,0,0.0
306422,3,0.0
832527,0,0.0
113147,0,0.0
715118,0,0.0
328104,2,0.0
361680,3,0.0
185746,3,0.0
150967,1,1.0
212498,1,0.0
566278,0,0.0
322757,1,0.0
246814,3,1.0
60578,0,0.0
923733,2,1.0
719077,3,0.0
341362,0,0.0
907710,2,0.0
786639,1,0.0
167512,1,0.0
890504,2,0.0
721124,3,0.0
398105,3,0.0
548317,0,0.0
541472,1,0.0
818931,1,0.0
163012,1,0.0
731631,1,0.0
905579,0,0.0
489698,2,0.0
492607,0,0.0
954011,3,1.0
706455,3,0.0
634353,2,0.0
826704,0,0.0
689579,2,0.0
33909,3,1.0
982760,0,1.0
155601,1,0.0
211635,0,0.0
168163,1,0.0
713989,3,1.0
590976,2,0.0
608370,3,0.0
877953,3,0.0
530735,1,0.0
387498,1,0.0
167689,0,0.0
474779,1,1.0
389352,2,0.0
916557,0,0.0
997810,1,0.0
845094,0,0.0
371718,1,0.0
631826,3,1.0
950628,3,0.0
161856,1,0.0
301185,3,1.0
895220,1,0.0
203546,1,0.0
317371,2,0.0
61973,3,1.0
626843,3,0.0
113553,0,0.0
683258,1,0.0
546313,0,0.0
11622,1,0.0
984238,1,0.0
77455,3,1.0
116293,1,0.0
261773,0,0.0
22507,3,0.0
61929,1,1.0
494239,3,0.0
664486,3,1.0
762125,3,0.0
5533,3,1.0
432750,2,0.0
468012,0,0.0
58135,1,0.0
220605,0,0.0
363853,0,0.0
399225,1,0.0
489472,3,0.0
866058,3,1.0
478562,2,0.0
773989,0,0.0
928817,2,0.0
448053,3,1.0
560312,3,1.0
775926,3,0.0
890243,3,1.0
890003,1,0.0
698479,3,0.0
259224,1,0.0
289153,0,0.0
837993,3,0.0
738165,0,0.0
311483,1,0.0
69900,1,0.0
600316,1,0.0
197625,3,1.0
700114,2,1.0
835963,3,0.0
216234,1,0.0
327749,1,1.0
282249,0,0.0
668912,0,0.0
713175,1,0.0
351248,3,1.0
199442,3,0.0
580300,2,1.0
639657,2,0.0
986250,3,1.0
677093,1,0.0
368003,3,0.0
727265,3,1.0
465460,3,1.0
610111,0,0.0
943330,3,1.0
282597,1,0.0
867424,0,1.0
612191,3,0.0
506471,1,1.0
176735,1,0.0
844807,1,0.0
590478,1,0.0
672446,0,0.0
324826,3,0.0
933266,1,0.0
406220,0,0.0
400338,3,0.0
84677,1,0.0
172474,3,0.0
539913,0,0.0
440635,0,0.0
19575,0,0.0
644215,3,0.0
672883,2,0.0
976169,1,0.0
741057,3,1.0
993787,3,0.0
219791,0,0.0
160188,1,0.0
792509,1,0.0
921945,1,0.0
584147,3,1.0
333495,1,0.0
395367,1,0.0
639340,3,1.0
834494,0,0.0
360924,3,0.0
432949,1,0.0
738169,1,1.0
93505,3,1.0
968411,3,1.0
806119,0,1.0
278468,0,0.0
190961,0,0.0
827178,3,0.0
272230,0,0.0
667102,2,0.0
604693,1,0.0
813302,3,0.0
148155,0,0.0
339857,0,0.0
349645,0,0.0
155155,1,0.0
75145,3,1.0
508909,1,0.0
97453,0,0.0
229974,0,0.0
228891,3,1.0
419070,3,1.0
884916,3,1.0
796101,1,0.0
828711,1,0.0
726914,0,0.0
849797,3,0.0
794103,0,0.0
538855,0,1.0
703429,1,0.0
172189,3,0.0
773253,1,0.0
796807,1,0.0
911834,1,0.0
925036,0,0.0
466599,0,0.0
798120,1,0.0
306438,1,0.0
944801,3,0.0
968190,2,0.0
752262,0,0.0
863887,0,0.0
771749,3,1.0
246321,1,1.0
433053,1,0.0
362056,3,1.0
242195,1,0.0
891734,0,1.0
776769,3,1.0
151049,3,0.0
986079,1,0.0
126907,1,0.0
326583,3,0.0
950161,0,1.0
180316,3,1.0
460893,3,1.0
871300,1,0.0
352948,3,0.0
835105,0,0.0
514619,1,0.0
28767,3,0.0
448124,0,0.0
491994,0,0.0
177775,2,0.0
715552,1,0.0
60592,3,1.0
157703,2,0.0
345971,0,0.0
978021,3,0.0
417275,0,0.0
24349,3,0.0
540665,3,0.0
203793,3,1.0
481440,3,1.0
616846,3,1.0
827012,1,0.0
907227,0,1.0
367863,0,0.0
895967,3,1.0
611090,1,0.0
544915,1,0.0
542431,3,0.0
738417,1,0.0
460967,3,0.0
455420,0,0.0
423436,3,1.0
59281,3,0.0
412866,1,1.0
134828,3,0.0
488793,3,0.0
255549,1,0.0
788082,3,0.0
349826,3,1.0
342972,2,0.0
249187,1,0.0
178592,1,0.0
502022,3,0.0
154237,1,0.0
580105,1,0.0
744872,3,0.0
399048,1,0.0
658762,1,0.0
392347,1,0.0
49433,1,0.0
457956,3,1.0
73968,2,1.0
568005,1,0.0
848904,3,0.0
860846,1,0.0
955940,3,1.0
634080,1,0.0
252523,0,0.0
996297,0,0.0
824390,0,0.0
271653,0,0.0
854620,0,1.0
345802,0,0.0
698309,1,0.0
635112,0,0.0
239569,3,0.0
359601,1,0.0
165380,1,0.0
997053,1,0.0
465926,3,1.0
615648,0,0.0
834357,0,0.0
125705,1,0.0
369294,1,0.0
258263,1,0.0
926166,2,0.0
863747,3,0.0
96923,1,0.0
221877,3,0.0
863833,1,0.0
370224,3,1.0
54293,1,0.0
403209,1,0.0
851661,1,0.0
490025,1,0.0
978318,3,1.0
832157,3,0.0
402268,1,1.0
20850,0,0.0
696027,0,0.0
309450,3,1.0
263549,3,0.0
6977,1,0.0
944783,0,0.0
805439,1,0.0
541394,1,0.0
502963,0,0.0
443287,1,0.0
248509,1,0.0
629623,0,0.0
181080,3,1.0
362286,3,1.0
901431,1,0.0
653593,1,0.0
842356,1,0.0
194903,1,0.0
978470,3,1.0
796746,0,0.0
12822,2,0.0
994290,1,0.0
934042,3,0.0
225693,1,0.0
966714,3,1.0
499942,3,0.0
754239,3,1.0
794656,1,0.0
319235,3,1.0
907425,0,0.0
841590,0,0.0
800992,3,0.0
167511,2,0.0
252326,1,0.0
848405,3,0.0
729040,3,1.0
968664,3,1.0
430737,0,0.0
989838,2,0.0
105346,1,0.0
555090,0,0.0
577616,0,0.0
119338,3,1.0
8968,0,0.0
112964,3,0.0
93473,1,0.0
697144,0,0.0
496337,3,1.0
444085,3,0.0
732531,3,0.0
180081,0,0.0
354882,1,0.0
456906,1,0.0
161124,1,0.0
459766,3,1.0
602318,1,0.0
512591,3,0.0
686869,3,1.0
384569,1,0.0
557525,0,0.0
14314,1,0.0
681573,3,0.0
427507,3,0.0
182290,1,0.0
778107,1,0.0
774397,1,0.0
992060,3,0.0
526234,0,0.0
755947,3,1.0
224680,0,0.0
839378,3,1.0
991377,1,0.0
565047,3,0.0
169331,1,0.0
21934,3,0.0
311223,3,1.0
467292,1,0.0
636487,2,1.0
583440,1,0.0
611635,0,0.0
572186,3,0.0
707061,3,1.0
412708,3,0.0
405260,1,0.0
703677,0,0.0
983025,0,0.0
841172,3,0.0
583555,0,0.0
46592,1,0.0
165122,0,0.0
536799,0,0.0
670963,1,0.0
69500,3,0.0
209430,0,0.0
270847,3,0.0
954372,2,0.0
555829,3,1.0
25464,3,1.0
299822,0,1.0
69905,3,1.0
996007,3,0.0
707279,3,0.0
207312,2,0.0
707096,1,0.0
349241,3,0.0
847148,2,1.0
798162,0,0.0
283649,1,0.0
66185,0,1.0
498277,1,0.0
869748,0,0.0
851317,0,0.0
621835,3,1.0
300095,0,0.0
249280,1,1.0
605336,3,0.0
861661,0,0.0
574813,1,0.0
489777,1,0.0
884217,0,0.0
820717,1,0.0
845501,0,0.0
15982,0,0.0
512760,3,1.0
255315,2,0.0
942173,1,0.0
678759,3,0.0
216421,3,0.0
759819,0,0.0
751842,3,0.0
334823,0,0.0
186913,2,0.0
435390,0,0.0
996101,2,0.0
601488,0,0.0
864674,2,1.0
844000,0,0.0
862359,1,0.0
225229,0,0.0
576031,0,1.0
136512,3,1.0
358785,3,0.0
577839,0,0.0
349325,1,0.0
941223,3,0.0
111732,3,0.0
777115,2,1.0
674702,2,0.0
968033,1,0.0
363236,0,1.0
516500,3,1.0
700518,3,0.0
98557,1,0.0
849223,1,0.0
834539,3,0.0
679657,0,0.0
28092,1,1.0
205972,3,0.0
263507,0,0.0
881805,1,0.0
987785,0,0.0
10319,1,0.0
425511,3,1.0
467866,3,0.0
509606,0,0.0
199784,1,0.0
471244,3,1.0
848301,1,0.0
226799,1,0.0
52114,1,0.0
259899,3,0.0
226247,1,0.0
304122,3,1.0
753579,0,0.0
533761,3,0.0
997016,3,0.0
805671,0,0.0
364206,3,1.0
154016,3,1.0
87417,2,0.0
997212,3,0.0
981303,0,0.0
16631,3,1.0
171549,0,0.0
156816,3,1.0
19004,1,1.0
456402,3,0.0
961192,0,0.0
460392,2,0.0
842879,3,1.0
41969,1,0.0
879789,3,1.0
810073,0,1.0
154221,3,1.0
552557,3,1.0
882948,1,0.0
897833,2,0.0
758961,1,0.0
417471,1,0.0
982544,2,0.0
652536,3,1.0
269122,1,0.0
885761,2,0.0
540502,3,0.0
10285,3,1.0
666445,3,0.0
302369,3,1.0
344223,3,0.0
892531,1,1.0
580386,3,0.0
175834,1,0.0
461380,1,0.0
2595,1,0.0
192599,0,0.0
208310,3,0.0
955296,1,0.0
566370,1,0.0
399410,2,0.0
751273,3,1.0
544973,0,0.0
439759,3,1.0
160312,3,1.0
744881,3,0.0
828974,0,0.0
236098,0,1.0
228550,1,0.0
938989,1,0.0
40058,1,0.0
973128,3,0.0
658846,0,0.0
346696,3,0.0
583401,3,0.0
249235,2,0.0
549236,0,0.0
349028,1,0.0
684267,2,0.0
652995,0,0.0
295837,0,0.0
812745,3,1.0
728646,1,0.0
942840,1,0.0
394651,0,0.0
567778,1,1.0
976015,3,1.0
165428,0,0.0
570845,0,0.0
816804,1,0.0
296804,1,0.0
66827,0,0.0
419215,2,0.0
78659,0,0.0
56826,1,0.0
679552,1,0.0
82240,0,0.0
784503,1,1.0
744758,2,0.0
159639,2,0.0
280041,1,0.0
762457,3,1.0
181724,1,0.0
566662,1,0.0
431839,2,0.0
136389,0,0.0
904933,1,0.0
238176,0,0.0
589098,1,1.0
880005,0,0.0
913555,3,1.0
436661,1,0.0
811029,1,1.0
326341,0,0.0
125257,0,0.0
385291,1,0.0
379006,3,1.0
714273,3,1.0
489426,1,0.0
148117,3,1.0
140267,3,0.0
657126,0,0.0
545776,0,0.0
963914,1,0.0
935332,1,0.0
741771,1,0.0
282088,0,0.0
815914,3,0.0
980030,1,0.0
919794,3,0.0
504531,3,0.0
428973,3,0.0
743452,1,0.0
750615,1,0.0
55898,3,1.0
517736,3,0.0
607605,3,1.0
467209,3,0.0
127746,3,0.0
652235,1,0.0
694976,3,0.0
295415,2,0.0
198009,2,0.0
814673,1,0.0
940345,3,0.0
378323,3,0.0
645107,1,0.0
398013,1,0.0
82763,2,0.0
937326,2,1.0
941819,3,1.0
644833,1,0.0
870729,0,0.0
312518,0,0.0
839890,0,0.0
66438,3,1.0
27590,0,0.0
847774,0,0.0
215375,1,0.0
821093,0,0.0
731701,1,0.0
389601,1,0.0
177254,1,1.0
763070,3,1.0
34123,0,0.0
244074,3,1.0
196470,3,1.0
575476,1,0.0
901241,1,0.0
823117,3,1.0
564650,2,0.0
151852,2,0.0
636007,0,0.0
900233,0,1.0
800543,3,0.0
984820,1,0.0
471232,2,0.0
564159,3,1.0
222355,3,1.0
786315,0,0.0
7209,3,1.0
132781,3,1.0
181664,3,0.0
432513,1,0.0
770123,0,0.0
937038,3,1.0
663491,2,0.0
653139,1,0.0
945297,0,0.0
714332,3,1.0
15202,1,0.0
115760,2,0.0
838313,3,0.0
422966,0,0.0
631271,2,0.0
890336,1,0.0
239314,3,0.0
850769,1,0.0
542409,0,0.0
161300,1,0.0
778061,1,1.0
770925,3,1.0
294304,3,1.0
120500,1,0.0
725556,1,1.0
694084,3,0.0
957904,0,0.0
187042,0,0.0
418120,1,0.0
399098,1,0.0
736577,1,0.0
565864,3,0.0
809680,1,0.0
449478,1,0.0
562180,2,0.0
857524,1,0.0
588285,2,0.0
98106,0,0.0
489375,3,1.0
384281,0,0.0
945585,0,0.0
694206,3,0.0
460839,3,1.0
66032,0,0.0
972825,1,0.0
515600,3,1.0
622618,3,1.0
616730,2,0.0
645825,0,0.0
5613,1,0.0
893890,3,0.0
291981,0,1.0
383163,3,1.0
344259,0,0.0
555200,3,1.0
533809,3,1.0
930268,1,0.0
95781,0,0.0
797963,1,0.0
656505,2,0.0
232330,2,0.0
991359,2,0.0
971382,0,0.0
384240,1,0.0
365451,0,0.0
464431,3,1.0
440488,3,1.0
155195,1,0.0
905747,0,0.0
63306,3,1.0
632530,3,0.0
847175,1,0.0
865367,3,0.0
494531,2,0.0
858321,2,0.0
864235,0,0.0
594365,3,0.0
775189,0,0.0
235155,0,0.0
236477,3,1.0
164996,3,0.0
639139,3,0.0
695453,1,0.0
510966,3,1.0
695647,2,0.0
134023,3,0.0
299889,1,0.0
604968,3,0.0
420898,2,0.0
545798,3,1.0
827906,3,0.0
657651,3,0.0
814298,3,1.0
328744,3,0.0
288807,3,0.0
698144,1,0.0
699982,1,0.0
893306,2,0.0
235017,0,0.0
628233,0,0.0
477870,3,0.0
499578,3,1.0
386681,3,1.0
418315,0,1.0
19386,0,0.0
496705,2,0.0
781097,1,0.0
469626,3,0.0
475000,2,0.0
548508,1,1.0
681399,0,0.0
520667,3,0.0
447108,1,0.0
919879,0,0.0
112147,3,0.0
383351,0,1.0
438477,2,1.0
909370,3,0.0
375756,3,0.0
629783,3,1.0
958983,3,1.0
957940,3,1.0
961578,3,1.0
844634,0,0.0
269210,0,1.0
939152,1,0.0
380492,0,0.0
974936,1,1.0
66784,2,0.0
726714,2,0.0
376975,3,0.0
883114,0,0.0
723754,2,0.0
185382,1,0.0
63730,3,1.0
370076,3,1.0
70033,3,0.0
523623,1,0.0
981182,2,0.0
964096,1,0.0
439300,3,0.0
549437,3,1.0
553275,3,1.0
167183,1,0.0
755456,3,1.0
427299,1,0.0
159994,0,0.0
894743,3,1.0
649566,3,1.0
491901,2,0.0
398026,2,0.0
335151,1,0.0
717706,0,0.0
235328,0,0.0
57561,1,1.0
352476,1,0.0
435871,3,1.0
744949,3,0.0
821481,1,1.0
121406,0,0.0
252876,3,1.0
26827,3,0.0
461348,0,1.0
319406,0,0.0
4687,3,1.0
987644,3,0.0
390741,0,0.0
182413,0,0.0
330449,1,0.0
523809,0,0.0
717109,0,0.0
698876,0,1.0
488273,2,0.0
101170,0,1.0
580980,0,0.0
503266,0,0.0
294270,3,0.0
798192,1,0.0
645543,1,0.0
440643,3,1.0
367774,0,0.0
370134,1,0.0
227072,0,0.0
195772,3,0.0
935149,3,0.0
674840,2,0.0
277712,1,0.0
741913,2,0.0
831834,1,0.0
768673,3,0.0
259305,1,0.0
627821,1,0.0
326996,1,0.0
641320,0,0.0
612078,2,0.0
756102,1,0.0
369821,1,0.0
696658,0,0.0
651605,0,0.0
414341,1,0.0
285617,1,0.0
287389,3,1.0
620171,3,1.0
625159,3,1.0
299054,3,0.0
254968,3,0.0
576800,1,1.0
24884,3,1.0
197353,1,0.0
841265,3,0.0
572894,2,0.0
818231,0,0.0
552038,3,0.0
861000,3,1.0
859904,0,0.0
777936,0,0.0
29817,1,0.0
475411,1,0.0
908427,1,0.0
318146,0,0.0
562281,1,0.0
579133,0,0.0
125017,0,0.0
968423,1,0.0
154514,2,0.0
658492,1,0.0
802010,1,0.0
695628,0,0.0
316295,3,1.0
32419,1,0.0
235340,3,1.0
248478,0,0.0
549352,1,0.0
624607,1,0.0
201912,2,0.0
414872,1,0.0
10380,2,0.0
503201,0,0.0
456511,3,0.0
294209,0,0.0
286665,1,0.0
495248,0,0.0
904047,1,0.0
44098,1,0.0
773835,3,1.0
791525,3,0.0
19925,0,0.0
39728,3,1.0
27775,0,1.0
445964,0,0.0
638243,0,0.0
127442,3,1.0
953793,3,0.0
98616,3,0.0
981607,0,0.0
220240,2,0.0
934500,2,1.0
689549,0,0.0
403494,3,0.0
415776,2,0.0
277461,3,1.0
560242,2,0.0
318770,2,0.0
472748,1,0.0
452684,1,0.0
796811,2,0.0
816826,1,0.0
614112,0,0.0
758724,1,0.0
749678,2,0.0
716427,2,0.0
912634,2,0.0
194727,3,0.0
728497,1,0.0
771355,0,0.0
28782,1,0.0
478312,0,0.0
79758,1,0.0
799773,0,0.0
243409,3,0.0
739927,2,0.0
85205,3,0.0
956419,2,0.0
97041,3,0.0
626189,2,0.0
646517,1,0.0
664397,1,0.0
248227,2,0.0
55428,0,0.0
281668,0,0.0
710779,3,0.0
990423,2,0.0
278128,1,0.0
116898,3,1.0
641107,0,0.0
54412,3,0.0
791173,1,0.0
763513,1,0.0
242076,0,0.0
946735,0,0.0
682285,0,0.0
660382,1,0.0
483622,1,0.0
523220,3,0.0
915957,3,0.0
620307,1,0.0
930803,1,0.0
359250,0,0.0
134863,3,0.0
589916,0,0.0
954924,2,0.0
237167,2,0.0
952200,0,0.0
548710,1,0.0
525244,1,0.0
754269,3,0.0
428608,1,0.0
218786,3,0.0
43809,3,1.0
77177,3,0.0
818181,0,0.0
597008,3,1.0
672411,1,0.0
48885,1,0.0
288757,1,1.0
211878,2,0.0
999101,3,0.0
761021,1,0.0
507527,3,1.0
327486,1,0.0
239113,1,0.0
390267,1,0.0
449563,3,0.0
373976,1,0.0
13315,1,0.0
198331,0,0.0
211728,0,0.0
699175,3,0.0
541113,1,0.0
460582,0,1.0
550034,3,1.0
117639,1,0.0
338919,3,0.0
806135,3,1.0
101897,3,1.0
96258,3,1.0
974581,3,1.0
165791,1,0.0
764599,3,1.0
997829,3,0.0
490312,2,0.0
990803,1,0.0
554732,3,0.0
250901,3,1.0
671635,3,1.0
413033,1,0.0
31313,3,1.0
467159,1,0.0
517108,3,1.0
42299,2,0.0
959691,1,0.0
415650,0,0.0
399310,1,0.0
300775,1,0.0
649226,0,0.0
568449,1,0.0
490040,1,0.0
788870,2,0.0
776891,3,1.0
843953,0,0.0
207829,0,0.0
395054,0,0.0
324663,1,1.0
406693,2,0.0
767612,3,1.0
221383,0,1.0
301305,1,0.0
577399,1,0.0
549733,1,0.0
555545,1,0.0
128925,1,0.0
66521,0,0.0
11568,0,0.0
576224,3,0.0
782121,0,0.0
377352,3,1.0
879828,1,0.0
723594,1,0.0
68054,0,0.0
849406,1,0.0
356020,3,0.0
741319,3,0.0
755518,0,1.0
526178,0,0.0
865835,3,1.0
844632,3,0.0
15072,1,0.0
425816,3,1.0
805143,0,0.0
625496,3,0.0
640068,0,0.0
591771,3,0.0
249334,2,0.0
407214,1,0.0
162384,2,1.0
95961,0,0.0
794237,1,1.0
136451,1,0.0
227151,3,0.0
626143,0,1.0
943048,3,1.0
687238,1,0.0
647232,2,0.0
79451,3,1.0
44017,1,0.0
637651,2,0.0
29696,0,0.0
946031,1,0.0
68488,0,1.0
34150,0,0.0
347177,1,0.0
156722,1,0.0
665788,3,1.0
133163,2,0.0
203560,1,0.0
465361,0,0.0
635333,3,1.0
953719,0,0.0
282494,1,0.0
619890,1,0.0
679621,0,0.0
591681,3,0.0
29159,1,0.0
943337,3,1.0
949988,0,0.0
56362,1,0.0
270107,3,0.0
222663,3,0.0
647405,0,0.0
604845,3,1.0
718164,0,0.0
923248,3,0.0
503843,3,0.0
165989,2,0.0
95650,2,0.0
607191,0,1.0
509471,0,0.0
61382,1,0.0
879204,0,1.0
812650,1,0.0
9724,3,0.0
78285,0,0.0
476396,1,0.0
489708,1,0.0
462601,3,1.0
174873,3,1.0
975732,2,0.0
937352,3,1.0
529218,0,1.0
141700,0,0.0
712846,3,0.0
713573,1,0.0
826654,1,0.0
668001,1,1.0
452325,2,0.0
516180,3,0.0
341751,1,0.0
530934,3,1.0
433535,2,0.0
933307,0,0.0
443327,3,0.0
950096,1,0.0
55060,3,0.0
553103,1,0.0
698257,0,0.0
20600,3,1.0
557188,3,1.0
934308,1,0.0
704867,3,0.0
425581,2,0.0
338570,0,0.0
700896,3,1.0
376073,1,0.0
85893,1,0.0
666927,1,0.0
321170,3,0.0
241036,2,0.0
40826,3,1.0
211425,0,0.0
866703,3,0.0
483973,3,1.0
880423,1,0.0
639822,1,0.0
134099,1,0.0
285609,0,1.0
212419,1,0.0
544397,3,0.0
931843,3,0.0
713329,1,0.0
885055,3,1.0
21178,1,0.0
673534,3,1.0
401052,0,0.0
195712,3,0.0
480764,2,0.0
51873,1,0.0
450505,1,0.0
524152,1,1.0
734639,1,0.0
519993,3,1.0
236431,3,0.0
28575,3,1.0
625408,1,0.0
156084,1,0.0
506873,0,1.0
981348,1,0.0
737893,1,0.0
114643,1,0.0
607257,3,1.0
863131,3,0.0
322419,0,0.0
488269,3,0.0
619705,1,0.0
278390,0,1.0
152949,0,0.0
289853,3,1.0
114098,2,0.0
126174,3,1.0
21795,1,0.0
160332,3,1.0
956729,1,0.0
682067,1,0.0
183511,3,0.0
432009,2,0.0
805396,3,0.0
4344,3,0.0
297078,0,0.0
243039,3,0.0
75809,3,0.0
410494,3,0.0
263235,1,0.0
287376,3,0.0
763111,1,0.0
798948,0,0.0
316907,1,0.0
261837,2,0.0
93854,0,0.0
464529,0,1.0
17406,1,0.0
183632,0,0.0
520875,3,0.0
793454,0,0.0
304723,1,0.0
75420,1,0.0
88083,3,0.0
737341,1,0.0
661775,0,0.0
457082,1,0.0
136844,2,0.0
391116,1,0.0
925507,0,0.0
870057,1,0.0
453431,3,0.0
844214,0,0.0
676138,1,0.0
868773,1,0.0
807085,3,1.0
540023,0,1.0
556212,0,0.0
362979,2,0.0
584022,3,0.0
425894,1,0.0
516256,0,0.0
842790,0,0.0
834781,1,0.0
726621,0,0.0
649543,3,1.0
861318,2,1.0
167075,3,1.0
272246,0,0.0
322139,0,0.0
104104,0,0.0
977059,3,0.0
267292,3,0.0
948730,3,0.0
426227,1,0.0
270981,0,0.0
870730,1,0.0
433139,2,0.0
396752,3,0.0
501064,1,0.0
472644,3,0.0
332681,1,0.0
169132,0,0.0
507219,3,0.0
920869,1,0.0
434583,3,0.0
539512,1,0.0
168027,3,0.0
754411,1,0.0
458037,3,1.0
556247,1,0.0
416836,1,0.0
